date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:00:51	8172/8172	---M--	200	added ('OK')	image/png	etag:%225b5f0075-1fec%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/now-logo.png	C:/xampp/htdocs/smartpark/template1/anpr/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/now-logo.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/login.html)
14:00:58	1744779/1744779	---M--	200	added ('OK')	image/jpeg	etag:%225b5f0075-1a9f8b%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg16.jpg	C:/xampp/htdocs/smartpark/template1/anpr/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg16.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/register.html)
14:01:00	1084833/1084833	---M--	200	added ('OK')	image/jpeg	etag:%225b5f0075-108da1%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg13.jpg	C:/xampp/htdocs/smartpark/template1/anpr/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg13.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/lock.html)
14:01:00	213199/213199	---M--	200	added ('OK')	image/jpeg	etag:%225b5f0075-340cf%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg5.jpg	C:/xampp/htdocs/smartpark/template1/anpr/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg5.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/user.html)
14:01:01	238050/238050	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd48e9-3a1e2%22	https://cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	C:/xampp/htdocs/smartpark/template1/anpr/cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/sweet-alert.html)
14:01:01	479682/479682	---M--	200	added ('OK')	image/jpeg	etag:%225b5f0075-751c2%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg1.jpg	C:/xampp/htdocs/smartpark/template1/anpr/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg1.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/notifications.html)
14:01:03	344051/344051	---M--	200	added ('OK')	image/jpeg	etag:%225b5f0075-53ff3%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg3.jpg	C:/xampp/htdocs/smartpark/template1/anpr/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg3.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/notifications.html)
14:01:03	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ba25a1a-4d7%22	https://demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/xampp/htdocs/smartpark/template1/anpr/demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/regular.html)
14:01:04	44534/44534	---M--	200	added ('OK')	image/jpeg	etag:%225b5f0075-adf6%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/image_placeholder.jpg	C:/xampp/htdocs/smartpark/template1/anpr/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/image_placeholder.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/extended.html)
14:01:04	17460/17460	---M--	200	added ('OK')	image/jpeg	etag:%225b5f0075-4434%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/placeholder.jpg	C:/xampp/htdocs/smartpark/template1/anpr/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/placeholder.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/extended.html)
14:01:04	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Sep%202018%2012:01:04%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/true	C:/xampp/htdocs/smartpark/template1/anpr/demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/true	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/validation.html)
14:01:05	2864/2864	---M--	200	added ('OK')	image/png	etag:%225b5f0075-b30%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/default-avatar.png	C:/xampp/htdocs/smartpark/template1/anpr/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/default-avatar.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/wizard.html)
